MSigDB_Set_Name	GO_Term_ID	GO_Term_Original_Name
GOCC_ASYMMETRIC_GLUTAMATERGIC_EXCITATORY_SYNAPSE	GO:0098985	asymmetric, glutamatergic, excitatory synapse
GOMF_G_PROTEIN_COUPLED_GLUTAMATE_RECEPTOR_ACTIVITY	GO:0098988	G protein-coupled glutamate receptor activity
GOCC_NEURONAL_DENSE_CORE_VESICLE	GO:0098992	neuronal dense core vesicle
GOCC_ANCHORED_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE	GO:0098993	anchored component of synaptic vesicle membrane
GOBP_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE	GO:0099003	vesicle-mediated transport in synapse
GOBP_CALMODULIN_DEPENDENT_KINASE_SIGNALING_PATHWAY	GO:0099004	calmodulin dependent kinase signaling pathway
GOBP_MODIFICATION_OF_POSTSYNAPTIC_STRUCTURE	GO:0099010	modification of postsynaptic structure
GOCC_NEURONAL_DENSE_CORE_VESICLE_MEMBRANE	GO:0099012	neuronal dense core vesicle membrane
GOBP_VESICLE_TETHERING	GO:0099022	vesicle tethering
GOCC_VESICLE_TETHERING_COMPLEX	GO:0099023	vesicle tethering complex
GOCC_ANCHORED_COMPONENT_OF_POSTSYNAPTIC_MEMBRANE	GO:0099025	anchored component of postsynaptic membrane
GOCC_ANCHORED_COMPONENT_OF_PRESYNAPTIC_MEMBRANE	GO:0099026	anchored component of presynaptic membrane
GOBP_VESICLE_TETHERING_TO_GOLGI	GO:0099041	vesicle tethering to Golgi
GOCC_INTEGRAL_COMPONENT_OF_PRESYNAPTIC_ACTIVE_ZONE_MEMBRANE	GO:0099059	integral component of presynaptic active zone membrane
GOBP_POSTSYNAPSE_ASSEMBLY	GO:0099068	postsynapse assembly
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS	GO:0099072	regulation of postsynaptic membrane neurotransmitter receptor levels
GOCC_BORC_COMPLEX	GO:0099078	BORC complex
GOCC_SUPRAMOLECULAR_COMPLEX	GO:0099080	supramolecular complex
GOCC_SUPRAMOLECULAR_POLYMER	GO:0099081	supramolecular polymer
GOBP_POSTSYNAPTIC_SPECIALIZATION_ORGANIZATION	GO:0099084	postsynaptic specialization organization
GOCC_SYNAPTONEMAL_STRUCTURE	GO:0099086	synaptonemal structure
GOCC_POSTSYNAPTIC_SPECIALIZATION_INTRACELLULAR_COMPONENT	GO:0099091	postsynaptic specialization, intracellular component
GOCC_POSTSYNAPTIC_DENSITY_INTRACELLULAR_COMPONENT	GO:0099092	postsynaptic density, intracellular component
GOMF_LIGAND_GATED_CATION_CHANNEL_ACTIVITY	GO:0099094	ligand-gated cation channel activity
GOMF_LIGAND_GATED_ANION_CHANNEL_ACTIVITY	GO:0099095	ligand-gated anion channel activity
GOMF_ION_CHANNEL_REGULATOR_ACTIVITY	GO:0099106	ion channel regulator activity
GOBP_MICROTUBULE_BASED_TRANSPORT	GO:0099111	microtubule-based transport
GOBP_TRNA_5_END_PROCESSING	GO:0099116	tRNA 5'-end processing
GOMF_RNA_POLYMERASE_II_C_TERMINAL_DOMAIN_BINDING	GO:0099122	RNA polymerase II C-terminal domain binding
GOCC_ANCHORED_COMPONENT_OF_SYNAPTIC_MEMBRANE	GO:0099144	anchored component of synaptic membrane
GOCC_INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_DENSITY_MEMBRANE	GO:0099146	intrinsic component of postsynaptic density membrane
GOBP_REGULATION_OF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION	GO:0099149	regulation of postsynaptic neurotransmitter receptor internalization
GOBP_REGULATION_OF_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY	GO:0099150	regulation of postsynaptic specialization assembly
GOBP_REGULATION_OF_MODIFICATION_OF_POSTSYNAPTIC_STRUCTURE	GO:0099159	regulation of modification of postsynaptic structure
GOBP_POSTSYNAPTIC_MODULATION_OF_CHEMICAL_SYNAPTIC_TRANSMISSION	GO:0099170	postsynaptic modulation of chemical synaptic transmission
GOBP_PRESYNAPTIC_MODULATION_OF_CHEMICAL_SYNAPTIC_TRANSMISSION	GO:0099171	presynaptic modulation of chemical synaptic transmission
GOBP_PRESYNAPSE_ORGANIZATION	GO:0099172	presynapse organization
GOBP_POSTSYNAPSE_ORGANIZATION	GO:0099173	postsynapse organization
GOBP_REGULATION_OF_PRESYNAPSE_ORGANIZATION	GO:0099174	regulation of presynapse organization
GOBP_REGULATION_OF_POSTSYNAPSE_ORGANIZATION	GO:0099175	regulation of postsynapse organization
GOBP_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	GO:0099177	regulation of trans-synaptic signaling
GOMF_STRUCTURAL_CONSTITUENT_OF_POSTSYNAPSE	GO:0099186	structural constituent of postsynapse
GOBP_POSTSYNAPTIC_CYTOSKELETON_ORGANIZATION	GO:0099188	postsynaptic cytoskeleton organization
GOCC_INTRINSIC_COMPONENT_OF_SYNAPTIC_MEMBRANE	GO:0099240	intrinsic component of synaptic membrane
GOCC_EXTRINSIC_COMPONENT_OF_SYNAPTIC_MEMBRANE	GO:0099243	extrinsic component of synaptic membrane
GOBP_VESICLE_FUSION_TO_PLASMA_MEMBRANE	GO:0099500	vesicle fusion to plasma membrane
GOCC_SECRETORY_VESICLE	GO:0099503	secretory vesicle
GOBP_REGULATION_OF_PRESYNAPTIC_MEMBRANE_POTENTIAL	GO:0099505	regulation of presynaptic membrane potential
GOBP_REGULATION_OF_PRESYNAPTIC_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	GO:0099509	regulation of presynaptic cytosolic calcium ion concentration
GOMF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY_INVOLVED_IN_REGULATION_OF_CYTOSOLIC_CALCIUM_LEVELS	GO:0099511	voltage-gated calcium channel activity involved in regulation of cytosolic calcium levels
GOCC_POLYMERIC_CYTOSKELETAL_FIBER	GO:0099513	polymeric cytoskeletal fiber
GOBP_SYNAPTIC_VESICLE_CYTOSKELETAL_TRANSPORT	GO:0099514	synaptic vesicle cytoskeletal transport
GOBP_ACTIN_FILAMENT_BASED_TRANSPORT	GO:0099515	actin filament-based transport
GOBP_VESICLE_CYTOSKELETAL_TRAFFICKING	GO:0099518	vesicle cytoskeletal trafficking
GOCC_REGION_OF_CYTOSOL	GO:0099522	region of cytosol
GOCC_PRESYNAPTIC_CYTOSOL	GO:0099523	presynaptic cytosol
GOCC_POSTSYNAPTIC_CYTOSOL	GO:0099524	postsynaptic cytosol
GOBP_PRESYNAPTIC_DENSE_CORE_VESICLE_EXOCYTOSIS	GO:0099525	presynaptic dense core vesicle exocytosis
GOBP_POSTSYNAPSE_TO_NUCLEUS_SIGNALING_PATHWAY	GO:0099527	postsynapse to nucleus signaling pathway
GOMF_G_PROTEIN_COUPLED_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	GO:0099528	G protein-coupled neurotransmitter receptor activity
GOMF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY_INVOLVED_IN_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	GO:0099529	neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential
GOBP_SYNAPTIC_VESICLE_ENDOSOMAL_PROCESSING	GO:0099532	synaptic vesicle endosomal processing
GOBP_SYNAPTIC_SIGNALING	GO:0099536	synaptic signaling
GOBP_TRANS_SYNAPTIC_SIGNALING_BY_LIPID	GO:0099541	trans-synaptic signaling by lipid
GOBP_TRANS_SYNAPTIC_SIGNALING_BY_TRANS_SYNAPTIC_COMPLEX	GO:0099545	trans-synaptic signaling by trans-synaptic complex
GOBP_REGULATION_OF_TRANSLATION_AT_SYNAPSE_MODULATING_SYNAPTIC_TRANSMISSION	GO:0099547	regulation of translation at synapse, modulating synaptic transmission
GOBP_TRANS_SYNAPTIC_SIGNALING_MODULATING_SYNAPTIC_TRANSMISSION	GO:0099550	trans-synaptic signaling, modulating synaptic transmission
GOBP_MAINTENANCE_OF_SYNAPSE_STRUCTURE	GO:0099558	maintenance of synapse structure
GOBP_SYNAPTIC_MEMBRANE_ADHESION	GO:0099560	synaptic membrane adhesion
GOBP_MODIFICATION_OF_SYNAPTIC_STRUCTURE	GO:0099563	modification of synaptic structure
GOBP_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC	GO:0099565	chemical synaptic transmission, postsynaptic
GOBP_REGULATION_OF_POSTSYNAPTIC_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	GO:0099566	regulation of postsynaptic cytosolic calcium ion concentration
GOCC_CYTOPLASMIC_REGION	GO:0099568	cytoplasmic region
GOCC_PRESYNAPTIC_CYTOSKELETON	GO:0099569	presynaptic cytoskeleton
GOCC_POSTSYNAPTIC_CYTOSKELETON	GO:0099571	postsynaptic cytoskeleton
GOBP_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	GO:0099587	inorganic ion import across plasma membrane
GOMF_SEROTONIN_RECEPTOR_ACTIVITY	GO:0099589	serotonin receptor activity
GOBP_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION	GO:0099590	neurotransmitter receptor internalization
GOBP_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	GO:0099601	regulation of neurotransmitter receptor activity
GOMF_NEUROTRANSMITTER_RECEPTOR_REGULATOR_ACTIVITY	GO:0099602	neurotransmitter receptor regulator activity
GOMF_LIGAND_GATED_CALCIUM_CHANNEL_ACTIVITY	GO:0099604	ligand-gated calcium channel activity
GOBP_PROTEIN_LOCALIZATION_TO_AXON	GO:0099612	protein localization to axon
GOBP_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	GO:0099622	cardiac muscle cell membrane repolarization
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	GO:0099623	regulation of cardiac muscle cell membrane repolarization
GOBP_ATRIAL_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	GO:0099624	atrial cardiac muscle cell membrane repolarization
GOBP_VENTRICULAR_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	GO:0099625	ventricular cardiac muscle cell membrane repolarization
GOCC_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	GO:0099634	postsynaptic specialization membrane
GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT	GO:0099637	neurotransmitter receptor transport
GOBP_ENDOSOME_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT	GO:0099638	endosome to plasma membrane protein transport
GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT_ENDOSOME_TO_PLASMA_MEMBRANE	GO:0099639	neurotransmitter receptor transport, endosome to plasma membrane
GOBP_AXO_DENDRITIC_PROTEIN_TRANSPORT	GO:0099640	axo-dendritic protein transport
GOBP_ANTEROGRADE_AXONAL_PROTEIN_TRANSPORT	GO:0099641	anterograde axonal protein transport
GOBP_NEUROTRANSMITTER_RECEPTOR_LOCALIZATION_TO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	GO:0099645	neurotransmitter receptor localization to postsynaptic specialization membrane
GOCC_CELL_CORTEX_REGION	GO:0099738	cell cortex region
GOCC_FICOLIN_1_RICH_GRANULE	GO:0101002	ficolin-1-rich granule
GOCC_FICOLIN_1_RICH_GRANULE_MEMBRANE	GO:0101003	ficolin-1-rich granule membrane
GOMF_ESTROGEN_16_ALPHA_HYDROXYLASE_ACTIVITY	GO:0101020	estrogen 16-alpha-hydroxylase activity
GOMF_ESTROGEN_2_HYDROXYLASE_ACTIVITY	GO:0101021	estrogen 2-hydroxylase activity
GOBP_VASCULAR_ENDOTHELIAL_CELL_PROLIFERATION	GO:0101023	vascular endothelial cell proliferation
GOBP_MITOTIC_NUCLEAR_MEMBRANE_ORGANIZATION	GO:0101024	mitotic nuclear membrane organization
GOCC_CHAPERONE_COMPLEX	GO:0101031	chaperone complex
GOMF_3_OXO_ARACHIDOYL_COA_SYNTHASE_ACTIVITY	GO:0102336	3-oxo-arachidoyl-CoA synthase activity
GOMF_PHOSPHATIDYL_PHOSPHOLIPASE_B_ACTIVITY	GO:0102545	phosphatidyl phospholipase B activity
GOMF_PHOSPHOLIPASE_A2_ACTIVITY_CONSUMING_1_2_DIPALMITOYLPHOSPHATIDYLCHOLINE	GO:0102567	phospholipase A2 activity (consuming 1,2-dipalmitoylphosphatidylcholine)
GOMF_HYPOGLYCIN_A_GAMMA_GLUTAMYL_TRANSPEPTIDASE_ACTIVITY	GO:0102953	hypoglycin A gamma-glutamyl transpeptidase activity
GOBP_INTESTINAL_HEXOSE_ABSORPTION	GO:0106001	intestinal hexose absorption
GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_WOUNDING	GO:0106014	regulation of inflammatory response to wounding
GOMF_PHOSPHATIDYLINOSITOL_3_5_BISPHOSPHATE_PHOSPHATASE_ACTIVITY	GO:0106018	phosphatidylinositol-3,5-bisphosphate phosphatase activity
GOMF_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_PHOSPHATASE_ACTIVITY	GO:0106019	phosphatidylinositol-4,5-bisphosphate phosphatase activity
GOBP_NEURON_PROJECTION_ORGANIZATION	GO:0106027	neuron projection organization
GOBP_PROTEIN_MATURATION_BY_4FE_4S_CLUSTER_TRANSFER	GO:0106035	protein maturation by [4Fe-4S] cluster transfer
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS	GO:0106049	regulation of cellular response to osmotic stress
GOBP_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING	GO:0106056	regulation of calcineurin-mediated signaling
GOBP_NEGATIVE_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING	GO:0106057	negative regulation of calcineurin-mediated signaling
GOBP_POSITIVE_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING	GO:0106058	positive regulation of calcineurin-mediated signaling
GOCC_SUMO_LIGASE_COMPLEX	GO:0106068	SUMO ligase complex
GOBP_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO:0106070	regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway
GOBP_NEGATIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO:0106072	negative regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway
GOBP_AMINOACYL_TRNA_METABOLISM_INVOLVED_IN_TRANSLATIONAL_FIDELITY	GO:0106074	aminoacyl-tRNA metabolism involved in translational fidelity
GOBP_REGULATION_OF_GLUTAMATE_RECEPTOR_CLUSTERING	GO:0106104	regulation of glutamate receptor clustering
GOMF_HYDROPEROXY_ICOSATETRAENOATE_DEHYDRATASE_ACTIVITY	GO:0106256	hydroperoxy icosatetraenoate dehydratase activity
GOBP_PROTEIN_DNA_COVALENT_CROSS_LINKING_REPAIR	GO:0106300	protein-DNA covalent cross-linking repair
GOMF_PROTEIN_SERINE_PHOSPHATASE_ACTIVITY	GO:0106306	protein serine phosphatase activity
GOMF_PROTEIN_SERINE_KINASE_ACTIVITY	GO:0106310	protein serine kinase activity
GOBP_REGULATION_OF_ACTOMYOSIN_STRUCTURE_ORGANIZATION	GO:0110020	regulation of actomyosin structure organization
GOBP_CARDIAC_MUSCLE_MYOBLAST_PROLIFERATION	GO:0110021	cardiac muscle myoblast proliferation
GOBP_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION	GO:0110053	regulation of actin filament organization
GOBP_CELLULAR_DETOXIFICATION_OF_ALDEHYDE	GO:0110095	cellular detoxification of aldehyde
GOBP_CELLULAR_RESPONSE_TO_ALDEHYDE	GO:0110096	cellular response to aldehyde
GOBP_POSITIVE_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS	GO:0110110	positive regulation of animal organ morphogenesis
GOBP_REGULATION_OF_LIPID_TRANSPORTER_ACTIVITY	GO:0110112	regulation of lipid transporter activity
GOBP_BIOMINERALIZATION	GO:0110148	biomineralization
GOBP_REGULATION_OF_BIOMINERALIZATION	GO:0110149	regulation of biomineralization
GOBP_NEGATIVE_REGULATION_OF_BIOMINERALIZATION	GO:0110150	negative regulation of biomineralization
GOBP_POSITIVE_REGULATION_OF_BIOMINERALIZATION	GO:0110151	positive regulation of biomineralization
GOBP_RNA_DECAPPING	GO:0110154	RNA decapping
GOBP_INTERMEMBRANE_LIPID_TRANSFER	GO:0120009	intermembrane lipid transfer
GOMF_LIPID_TRANSFER_ACTIVITY	GO:0120013	lipid transfer activity
GOMF_PHOSPHOLIPID_TRANSFER_ACTIVITY	GO:0120014	phospholipid transfer activity
GOMF_STEROL_TRANSFER_ACTIVITY	GO:0120015	sterol transfer activity
GOMF_SPHINGOLIPID_TRANSFER_ACTIVITY	GO:0120016	sphingolipid transfer activity
GOMF_PHOSPHATIDYLCHOLINE_TRANSFER_ACTIVITY	GO:0120019	phosphatidylcholine transfer activity
GOBP_NEGATIVE_REGULATION_OF_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY	GO:0120033	negative regulation of plasma membrane bounded cell projection assembly
GOBP_POSITIVE_REGULATION_OF_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY	GO:0120034	positive regulation of plasma membrane bounded cell projection assembly
GOBP_REGULATION_OF_MACROPHAGE_PROLIFERATION	GO:0120040	regulation of macrophage proliferation
GOCC_STEREOCILIUM_BASE	GO:0120044	stereocilium base
GOCC_CENTRIOLAR_SUBDISTAL_APPENDAGE	GO:0120103	centriolar subdistal appendage
GOCC_NEURON_PROJECTION_CYTOPLASM	GO:0120111	neuron projection cytoplasm
GOCC_SM_LIKE_PROTEIN_FAMILY_COMPLEX	GO:0120114	Sm-like protein family complex
GOCC_LSM2_8_COMPLEX	GO:0120115	Lsm2-8 complex
GOMF_SULFATIDE_BINDING	GO:0120146	sulfatide binding
GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS	GO:0120162	positive regulation of cold-induced thermogenesis
GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS	GO:0120163	negative regulation of cold-induced thermogenesis
GOMF_INTRACILIARY_TRANSPORT_PARTICLE_B_BINDING	GO:0120170	intraciliary transport particle B binding
GOBP_STEROID_HORMONE_BIOSYNTHETIC_PROCESS	GO:0120178	steroid hormone biosynthetic process
GOBP_REGULATION_OF_FOCAL_ADHESION_DISASSEMBLY	GO:0120182	regulation of focal adhesion disassembly
GOBP_REGULATION_OF_BILE_ACID_SECRETION	GO:0120188	regulation of bile acid secretion
GOBP_MUCOCILIARY_CLEARANCE	GO:0120197	mucociliary clearance
GOCC_CONE_PHOTORECEPTOR_OUTER_SEGMENT	GO:0120199	cone photoreceptor outer segment
GOCC_ROD_PHOTORECEPTOR_OUTER_SEGMENT	GO:0120200	rod photoreceptor outer segment
GOMF_ACYL_COA_BINDING	GO:0120227	acyl-CoA binding
GOMF_FATTY_ACID_OMEGA_HYDROXYLASE_ACTIVITY	GO:0120250	fatty acid omega-hydroxylase activity
GOBP_HYDROCARBON_METABOLIC_PROCESS	GO:0120252	hydrocarbon metabolic process
GOBP_OLEFINIC_COMPOUND_METABOLIC_PROCESS	GO:0120254	olefinic compound metabolic process
GOBP_OLEFINIC_COMPOUND_BIOSYNTHETIC_PROCESS	GO:0120255	olefinic compound biosynthetic process
GOCC_KICSTOR_COMPLEX	GO:0140007	KICSTOR complex
GOBP_MITOTIC_NUCLEAR_DIVISION	GO:0140014	mitotic nuclear division
GOBP_MITOCHONDRIAL_ADP_TRANSMEMBRANE_TRANSPORT	GO:0140021	mitochondrial ADP transmembrane transport
GOBP_EXOCYTIC_PROCESS	GO:0140029	exocytic process
GOMF_MODIFICATION_DEPENDENT_PROTEIN_BINDING	GO:0140030	modification-dependent protein binding
GOMF_PHOSPHORYLATION_DEPENDENT_PROTEIN_BINDING	GO:0140031	phosphorylation-dependent protein binding
GOMF_UBIQUITINATION_LIKE_MODIFICATION_DEPENDENT_PROTEIN_BINDING	GO:0140035	ubiquitination-like modification-dependent protein binding
GOMF_UBIQUITIN_DEPENDENT_PROTEIN_BINDING	GO:0140036	ubiquitin-dependent protein binding
GOBP_LIPID_DROPLET_FORMATION	GO:0140042	lipid droplet formation
GOBP_CELLULAR_RESPONSE_TO_OXIDISED_LOW_DENSITY_LIPOPROTEIN_PARTICLE_STIMULUS	GO:0140052	cellular response to oxidised low-density lipoprotein particle stimulus
GOBP_MITOCHONDRIAL_GENE_EXPRESSION	GO:0140053	mitochondrial gene expression
GOBP_NEURON_PROJECTION_ARBORIZATION	GO:0140058	neuron projection arborization
GOBP_DENDRITE_ARBORIZATION	GO:0140059	dendrite arborization
GOMF_CLASS_I_DNA_APURINIC_OR_APYRIMIDINIC_SITE_ENDONUCLEASE_ACTIVITY	GO:0140078	class I DNA-(apurinic or apyrimidinic site) endonuclease activity
GOMF_CATALYTIC_ACTIVITY_ACTING_ON_DNA	GO:0140097	catalytic activity, acting on DNA
GOMF_CATALYTIC_ACTIVITY_ACTING_ON_RNA	GO:0140098	catalytic activity, acting on RNA
GOMF_CATALYTIC_ACTIVITY_ACTING_ON_A_TRNA	GO:0140101	catalytic activity, acting on a tRNA
GOMF_CATALYTIC_ACTIVITY_ACTING_ON_A_RRNA	GO:0140102	catalytic activity, acting on a rRNA
GOMF_CATALYTIC_ACTIVITY_ACTING_ON_A_GLYCOPROTEIN	GO:0140103	catalytic activity, acting on a glycoprotein
GOMF_MOLECULAR_CARRIER_ACTIVITY	GO:0140104	molecular carrier activity
GOMF_TRANSCRIPTION_REGULATOR_ACTIVITY	GO:0140110	transcription regulator activity
GOBP_EXTRACELLULAR_VESICLE_BIOGENESIS	GO:0140112	extracellular vesicle biogenesis
GOBP_EXPORT_ACROSS_PLASMA_MEMBRANE	GO:0140115	export across plasma membrane
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS	GO:0140131	positive regulation of lymphocyte chemotaxis
GOMF_NUCLEOCYTOPLASMIC_CARRIER_ACTIVITY	GO:0140142	nucleocytoplasmic carrier activity
GOMF_MONOCARBOXYLATE_SODIUM_SYMPORTER_ACTIVITY	GO:0140161	monocarboxylate:sodium symporter activity
GOBP_OLIGOPEPTIDE_IMPORT_ACROSS_PLASMA_MEMBRANE	GO:0140205	oligopeptide import across plasma membrane
GOBP_REGULATION_OF_LONG_CHAIN_FATTY_ACID_IMPORT_INTO_CELL	GO:0140212	regulation of long-chain fatty acid import into cell
GOMF_GENERAL_TRANSCRIPTION_INITIATION_FACTOR_ACTIVITY	GO:0140223	general transcription initiation factor activity
GOBP_PRESYNAPTIC_ENDOCYTOSIS	GO:0140238	presynaptic endocytosis
GOCC_ENDOPLASMIC_RETICULUM_PLASMA_MEMBRANE_CONTACT_SITE	GO:0140268	endoplasmic reticulum-plasma membrane contact site
GOMF_EXOGENOUS_PROTEIN_BINDING	GO:0140272	exogenous protein binding
GOBP_PROTEIN_MONO_ADP_RIBOSYLATION	GO:0140289	protein mono-ADP-ribosylation
GOMF_GENERAL_TRANSCRIPTION_INITIATION_FACTOR_BINDING	GO:0140296	general transcription initiation factor binding
GOMF_DNA_BINDING_TRANSCRIPTION_FACTOR_BINDING	GO:0140297	DNA-binding transcription factor binding
GOMF_SMALL_MOLECULE_SENSOR_ACTIVITY	GO:0140299	small molecule sensor activity
GOMF_INTRAMEMBRANE_LIPID_TRANSPORTER_ACTIVITY	GO:0140303	intramembrane lipid transporter activity
GOMF_CARGO_ADAPTOR_ACTIVITY	GO:0140312	cargo adaptor activity
GOMF_PROTEIN_TRANSPORTER_ACTIVITY	GO:0140318	protein transporter activity
GOMF_SOLUTE_ANION_ANTIPORTER_ACTIVITY	GO:0140323	solute:anion antiporter activity
GOMF_ATPASE_COUPLED_INTRAMEMBRANE_LIPID_TRANSPORTER_ACTIVITY	GO:0140326	ATPase-coupled intramembrane lipid transporter activity
GOMF_FLIPPASE_ACTIVITY	GO:0140327	flippase activity
GOMF_FLOPPASE_ACTIVITY	GO:0140328	floppase activity
GOBP_AMINOPHOSPHOLIPID_TRANSLOCATION	GO:0140331	aminophospholipid translocation
GOMF_GLYCEROPHOSPHOLIPID_FLIPPASE_ACTIVITY	GO:0140333	glycerophospholipid flippase activity
GOMF_PHOSPHATIDYLCHOLINE_FLIPPASE_ACTIVITY	GO:0140345	phosphatidylcholine flippase activity
GOMF_PHOSPHATIDYLSERINE_FLIPPASE_ACTIVITY	GO:0140346	phosphatidylserine flippase activity
GOBP_LIPID_EXPORT_FROM_CELL	GO:0140353	lipid export from cell
GOBP_LIPID_IMPORT_INTO_CELL	GO:0140354	lipid import into cell
GOMF_P_TYPE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0140358	P-type transmembrane transporter activity
GOMF_ABC_TYPE_TRANSPORTER_ACTIVITY	GO:0140359	ABC-type transporter activity
GOBP_ANTIVIRAL_INNATE_IMMUNE_RESPONSE	GO:0140374	antiviral innate immune response
GOMF_IMMUNE_RECEPTOR_ACTIVITY	GO:0140375	immune receptor activity
GOMF_SOLUTE_BICARBONATE_SYMPORTER_ACTIVITY	GO:0140410	solute:bicarbonate symporter activity
GOMF_TRANSCRIPTION_REGULATOR_INHIBITOR_ACTIVITY	GO:0140416	transcription regulator inhibitor activity
GOMF_CYTOSKELETON_NUCLEAR_MEMBRANE_ANCHOR_ACTIVITY	GO:0140444	cytoskeleton-nuclear membrane anchor activity
GOBP_SIGNALING_RECEPTOR_LIGAND_PRECURSOR_PROCESSING	GO:0140448	signaling receptor ligand precursor processing
GOMF_PROTEIN_DEMETHYLASE_ACTIVITY	GO:0140457	protein demethylase activity
GOBP_INTEGRATED_STRESS_RESPONSE_SIGNALING	GO:0140467	integrated stress response signaling
GOBP_GRANZYME_MEDIATED_PROGRAMMED_CELL_DEATH_SIGNALING_PATHWAY	GO:0140507	granzyme-mediated programmed cell death signaling pathway
GOCC_NUCLEAR_PROTEIN_CONTAINING_COMPLEX	GO:0140513	nuclear protein-containing complex
GOCC_ENDOPLASMIC_RETICULUM_PROTEIN_CONTAINING_COMPLEX	GO:0140534	endoplasmic reticulum protein-containing complex
GOCC_INTRACELLULAR_PROTEIN_CONTAINING_COMPLEX	GO:0140535	intracellular protein-containing complex
GOBP_REGULATION_OF_SPONTANEOUS_SYNAPTIC_TRANSMISSION	GO:0150003	regulation of spontaneous synaptic transmission
GOCC_ENZYME_ACTIVATOR_COMPLEX	GO:0150005	enzyme activator complex
GOBP_REGULATION_OF_NEURON_PROJECTION_ARBORIZATION	GO:0150011	regulation of neuron projection arborization
GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_ARBORIZATION	GO:0150012	positive regulation of neuron projection arborization
GOCC_DISTAL_AXON	GO:0150034	distal axon
GOCC_POSTSYNAPTIC_GOLGI_APPARATUS	GO:0150051	postsynaptic Golgi apparatus
GOBP_REGULATION_OF_DEACETYLASE_ACTIVITY	GO:0150065	regulation of deacetylase activity
GOBP_NEUROINFLAMMATORY_RESPONSE	GO:0150076	neuroinflammatory response
GOBP_POSITIVE_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE	GO:0150078	positive regulation of neuroinflammatory response
GOBP_NEGATIVE_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE	GO:0150079	negative regulation of neuroinflammatory response
GOBP_AMYLOID_BETA_CLEARANCE_BY_TRANSCYTOSIS	GO:0150093	amyloid-beta clearance by transcytosis
GOBP_AMYLOID_BETA_CLEARANCE_BY_CELLULAR_CATABOLIC_PROCESS	GO:0150094	amyloid-beta clearance by cellular catabolic process
